CHORD_ROOT;CHORD_TYPE;CHORD_STRUCTURE;FINGER_POSITIONS;NOTE_NAMES
F#;maj;"1;3;5";x,9,8,6,x,6;F#,A#,C#,A#
F#;maj;"1;3;5";14,13,11,x,11,x;F#,A#,C#,A#
F#;maj;"1;3;5";x,9,8,6,x,9;F#,A#,C#,C#
F#;maj;"1;3;5";14,13,11,x,14,x;F#,A#,C#,C#
F#;maj;"1;3;5";x,21,20,18,x,18;F#,A#,C#,A#
F#;maj;"1;3;5";x,21,20,18,x,21;F#,A#,C#,C#
F#;11;"1;3;5;b7;9;11";14,13,11,13,12,0;F#,A#,C#,G#,B,E
F#;m11;"1;b3;5;b7;9;11";14,12,11,13,12,0;F#,A,C#,G#,B,E
F#;m;"1;b3;5";x,x,4,2,2,x;F#,A,C#
F#;m;"1;b3;5";x,x,4,2,2,2;F#,A,C#,F#
F#;m;"1;b3;5";x,x,x,11,10,9;F#,A,C#
F#;m;"1;b3;5";x,x,16,14,14,x;F#,A,C#
F#;m;"1;b3;5";x,x,16,14,14,14;F#,A,C#,F#
F#;m;"1;b3;5";x,9,7,6,x,x;F#,A,C#
F#;m;"1;b3;5";14,12,11,x,x,x;F#,A,C#
F#;m;"1;b3;5";x,9,7,6,7,x;F#,A,C#,F#
F#;m;"1;b3;5";14,12,11,11,x,x;F#,A,C#,F#
F#;m;"1;b3;5";x,x,4,2,2,5;F#,A,C#,A
F#;m;"1;b3;5";14,12,11,14,x,x;F#,A,C#,A
F#;m;"1;b3;5";x,9,7,6,7,9;F#,A,C#,F#,C#
F#;m;"1;b3;5";14,12,11,11,14,x;F#,A,C#,F#,C#
F#;m;"1;b3;5";14,12,11,14,14,x;F#,A,C#,A,C#
F#;m;"1;b3;5";x,21,19,18,x,x;F#,A,C#
F#;m;"1;b3;5";x,21,19,18,19,x;F#,A,C#,F#
F#;m;"1;b3;5";x,x,16,14,14,17;F#,A,C#,A
F#;m;"1;b3;5";x,21,19,18,19,21;F#,A,C#,F#,C#
F#;m;"1;b3;5";x,9,7,6,x,9;F#,A,C#,C#
F#;m;"1;b3;5";14,12,11,x,14,x;F#,A,C#,C#
F#;m;"1;b3;5";x,21,19,18,x,21;F#,A,C#,C#
F#;7b5;"1;3;b5;b7";x,x,4,3,1,0;F#,A#,C,E
F#;m7;"1;b3;5;b7";x,x,4,2,2,0;F#,A,C#,E
F#;m7;"1;b3;5;b7";x,9,7,6,7,0;F#,A,C#,F#,E
F#;m7;"1;b3;5;b7";x,9,7,6,x,0;F#,A,C#,E
F#;m7;"1;b3;5;b7";14,12,11,11,14,0;F#,A,C#,F#,C#,E
F#;m7;"1;b3;5;b7";14,12,11,14,14,0;F#,A,C#,A,C#,E
F#;m7;"1;b3;5;b7";14,12,11,11,x,0;F#,A,C#,F#,E
F#;m7;"1;b3;5;b7";14,12,11,14,x,0;F#,A,C#,A,E
F#;m7;"1;b3;5;b7";14,12,11,x,14,0;F#,A,C#,C#,E
F#;m7;"1;b3;5;b7";14,12,11,x,x,0;F#,A,C#,E
F#;dim;"1;b3;b5";x,x,4,2,1,x;F#,A,C
F#;dim;"1;b3;b5";x,x,4,2,1,2;F#,A,C,F#
F#;dim;"1;b3;b5";x,x,x,11,10,8;F#,A,C
F#;dim;"1;b3;b5";x,x,16,14,13,x;F#,A,C
F#;dim;"1;b3;b5";x,x,16,14,13,14;F#,A,C,F#
F#;7(#5);"1;3;#5;b7";x,x,4,3,3,0;F#,A#,D,E
F#;7(#5);"1;3;#5;b7";x,9,8,7,7,0;F#,A#,D,F#,E
F#;7(#5);"1;3;#5;b7";x,9,8,7,x,0;F#,A#,D,E
F#;7(#5);"1;3;#5;b7";14,13,12,11,11,0;F#,A#,D,F#,A#,E
F#;7(#5);"1;3;#5;b7";14,13,12,15,15,0;F#,A#,D,A#,D,E
F#;7(#5);"1;3;#5;b7";14,13,12,11,x,0;F#,A#,D,F#,E
F#;7(#5);"1;3;#5;b7";14,13,12,x,11,0;F#,A#,D,A#,E
F#;7(#5);"1;3;#5;b7";14,13,12,15,x,0;F#,A#,D,A#,E
F#;7(#5);"1;3;#5;b7";14,13,12,x,15,0;F#,A#,D,D,E
F#;7(#5);"1;3;#5;b7";14,13,12,x,x,0;F#,A#,D,E
F#;7sus4;"1;4;5;b7";x,x,4,4,2,0;F#,B,C#,E
F#;7sus4;"1;4;5;b7";x,x,4,6,0,0;F#,C#,B,E
F#;7sus4;"1;4;5;b7";x,9,9,6,7,0;F#,B,C#,F#,E
F#;7sus4;"1;4;5;b7";x,9,11,9,0,x;F#,C#,E,B
F#;7sus4;"1;4;5;b7";x,9,11,11,0,0;F#,C#,F#,B,E
F#;7sus4;"1;4;5;b7";x,9,11,9,0,9;F#,C#,E,B,C#
F#;7sus4;"1;4;5;b7";x,9,x,6,0,0;F#,C#,B,E
F#;7sus4;"1;4;5;b7";x,9,9,6,x,0;F#,B,C#,E
F#;7sus4;"1;4;5;b7";x,9,11,9,0,12;F#,C#,E,B,E
F#;7sus4;"1;4;5;b7";x,9,11,x,0,0;F#,C#,B,E
F#;7sus4;"1;4;5;b7";14,14,11,11,12,0;F#,B,C#,F#,B,E
F#;7sus4;"1;4;5;b7";14,14,11,11,14,0;F#,B,C#,F#,C#,E
F#;7sus4;"1;4;5;b7";14,16,14,16,0,x;F#,C#,E,B,B
F#;7sus4;"1;4;5;b7";14,16,16,16,0,0;F#,C#,F#,B,B,E
F#;7sus4;"1;4;5;b7";14,x,11,11,0,0;F#,C#,F#,B,E
F#;7sus4;"1;4;5;b7";14,14,11,11,x,0;F#,B,C#,F#,E
F#;7sus4;"1;4;5;b7";14,14,11,x,12,0;F#,B,C#,B,E
F#;7sus4;"1;4;5;b7";14,14,11,x,14,0;F#,B,C#,C#,E
F#;7sus4;"1;4;5;b7";14,16,14,x,0,x;F#,C#,E,B
F#;7sus4;"1;4;5;b7";14,16,16,x,0,0;F#,C#,F#,B,E
F#;7sus4;"1;4;5;b7";14,16,x,16,0,0;F#,C#,B,B,E
F#;7sus4;"1;4;5;b7";14,x,11,x,0,0;F#,C#,B,E
F#;7sus4;"1;4;5;b7";14,14,11,x,x,0;F#,B,C#,E
F#;7sus4;"1;4;5;b7";14,16,x,x,0,0;F#,C#,B,E
F#;maj7;"1;3;5;7";x,x,4,3,2,1;F#,A#,C#,F
F#;maj7;"1;3;5;7";x,9,8,6,6,x;F#,A#,C#,F
F#;maj7;"1;3;5;7";x,9,8,6,6,6;F#,A#,C#,F,A#
F#;maj7;"1;3;5;7";x,9,8,6,6,9;F#,A#,C#,F,C#
F#;maj7;"1;3;5;7";x,x,16,15,14,13;F#,A#,C#,F
F#;maj7;"1;3;5;7";x,21,20,18,18,x;F#,A#,C#,F
F#;maj7;"1;3;5;7";x,21,20,18,18,18;F#,A#,C#,F,A#
F#;maj7;"1;3;5;7";x,21,20,18,18,21;F#,A#,C#,F,C#
F#;5;"1;5";x,x,4,6,x,x;F#,C#
F#;5;"1;5";x,9,11,x,x,x;F#,C#
F#;5;"1;5";14,16,x,x,x,x;F#,C#
F#;5;"1;5";x,9,11,11,x,x;F#,C#,F#
F#;5;"1;5";14,16,16,x,x,x;F#,C#,F#
F#;5;"1;5";x,x,x,x,7,9;F#,C#
F#;5;"1;5";x,x,16,18,x,x;F#,C#
F#;5;"1;5";x,x,x,x,19,21;F#,C#
F#;5;"1;5";x,x,4,6,7,x;F#,C#,F#
F#;5;"1;5";x,x,x,11,14,x;F#,C#
F#;5;"1;5";x,x,x,11,14,14;F#,C#,F#
F#;5;"1;5";x,x,16,18,19,x;F#,C#,F#
F#;5;"1;5";x,x,4,x,2,x;F#,C#
F#;5;"1;5";x,x,4,x,2,2;F#,C#,F#
F#;5;"1;5";x,9,11,11,x,9;F#,C#,F#,C#
F#;5;"1;5";14,16,16,x,14,x;F#,C#,F#,C#
F#;5;"1;5";x,x,x,11,x,9;F#,C#
F#;5;"1;5";x,x,16,x,14,x;F#,C#
F#;5;"1;5";x,x,16,x,14,14;F#,C#,F#
F#;5;"1;5";x,9,x,6,x,x;F#,C#
F#;5;"1;5";14,x,11,x,x,x;F#,C#
F#;5;"1;5";x,9,x,6,7,x;F#,C#,F#
F#;5;"1;5";14,x,11,11,x,x;F#,C#,F#
F#;5;"1;5";x,9,x,6,7,9;F#,C#,F#,C#
F#;5;"1;5";14,x,11,11,14,x;F#,C#,F#,C#
F#;5;"1;5";x,21,x,18,x,x;F#,C#
F#;5;"1;5";x,21,x,18,19,x;F#,C#,F#
F#;5;"1;5";x,21,x,18,19,21;F#,C#,F#,C#
F#;5;"1;5";x,9,11,x,x,9;F#,C#,C#
F#;5;"1;5";14,16,x,x,14,x;F#,C#,C#
F#;5;"1;5";x,9,x,6,x,9;F#,C#,C#
F#;5;"1;5";14,x,11,x,14,x;F#,C#,C#
F#;5;"1;5";x,21,x,18,x,21;F#,C#,C#
F#;7(#11);"1;3;5;b7;#11";14,13,11,11,13,0;F#,A#,C#,F#,C,E
F#;7(#11);"1;3;5;b7;#11";14,13,11,x,13,0;F#,A#,C#,C,E
F#;7(b9);"1;3;5;b7;b9";x,9,8,6,8,0;F#,A#,C#,G,E
F#;7(b9);"1;3;5;b7;b9";14,13,11,12,11,0;F#,A#,C#,G,A#,E
F#;7(b9);"1;3;5;b7;b9";14,13,11,12,14,0;F#,A#,C#,G,C#,E
F#;7(b9);"1;3;5;b7;b9";14,13,11,12,x,0;F#,A#,C#,G,E
F#;m9;"1;b3;5;b7;9";x,9,7,6,9,0;F#,A,C#,G#,E
F#;m9;"1;b3;5;b7;9";14,12,11,13,14,0;F#,A,C#,G#,C#,E
F#;m9;"1;b3;5;b7;9";14,12,11,13,x,0;F#,A,C#,G#,E
F#;sus4;"1;4;5";x,x,4,4,2,x;F#,B,C#
F#;sus4;"1;4;5";x,x,4,4,2,2;F#,B,C#,F#
F#;sus4;"1;4;5";x,x,16,16,14,x;F#,B,C#
F#;sus4;"1;4;5";x,x,16,16,14,14;F#,B,C#,F#
F#;sus4;"1;4;5";x,9,9,6,x,x;F#,B,C#
F#;sus4;"1;4;5";14,14,11,x,x,x;F#,B,C#
F#;sus4;"1;4;5";x,9,9,6,7,x;F#,B,C#,F#
F#;sus4;"1;4;5";14,14,11,11,x,x;F#,B,C#,F#
F#;sus4;"1;4;5";x,9,9,6,7,7;F#,B,C#,F#,B
F#;sus4;"1;4;5";14,14,11,11,12,x;F#,B,C#,F#,B
F#;sus4;"1;4;5";x,9,9,6,7,9;F#,B,C#,F#,C#
F#;sus4;"1;4;5";14,14,11,11,14,x;F#,B,C#,F#,C#
F#;sus4;"1;4;5";x,x,x,11,12,9;F#,B,C#
F#;sus4;"1;4;5";x,21,21,18,x,x;F#,B,C#
F#;sus4;"1;4;5";x,21,21,18,19,x;F#,B,C#,F#
F#;sus4;"1;4;5";x,21,21,18,19,19;F#,B,C#,F#,B
F#;sus4;"1;4;5";x,21,21,18,19,21;F#,B,C#,F#,C#
F#;sus4;"1;4;5";x,9,9,6,x,7;F#,B,C#,B
F#;sus4;"1;4;5";14,14,11,x,12,x;F#,B,C#,B
F#;sus4;"1;4;5";x,9,9,6,x,9;F#,B,C#,C#
F#;sus4;"1;4;5";14,14,11,x,14,x;F#,B,C#,C#
F#;sus4;"1;4;5";x,21,21,18,x,19;F#,B,C#,B
F#;sus4;"1;4;5";x,21,21,18,x,21;F#,B,C#,C#
F#;sus4;"1;4;5";x,x,4,6,0,x;F#,C#,B
F#;sus4;"1;4;5";x,x,4,6,0,7;F#,C#,B,B
F#;sus4;"1;4;5";x,9,11,11,0,x;F#,C#,F#,B
F#;sus4;"1;4;5";x,9,11,11,0,9;F#,C#,F#,B,C#
F#;sus4;"1;4;5";x,9,x,6,0,x;F#,C#,B
F#;sus4;"1;4;5";x,9,x,6,0,7;F#,C#,B,B
F#;sus4;"1;4;5";x,9,x,6,0,9;F#,C#,B,C#
F#;sus4;"1;4;5";x,9,11,x,0,x;F#,C#,B
F#;sus4;"1;4;5";x,9,11,x,0,9;F#,C#,B,C#
F#;sus4;"1;4;5";14,16,16,16,0,x;F#,C#,F#,B,B
F#;sus4;"1;4;5";14,x,11,11,0,x;F#,C#,F#,B
F#;sus4;"1;4;5";14,16,16,x,0,x;F#,C#,F#,B
F#;sus4;"1;4;5";14,16,x,16,0,x;F#,C#,B,B
F#;sus4;"1;4;5";14,x,11,x,0,x;F#,C#,B
F#;sus4;"1;4;5";14,16,x,x,0,x;F#,C#,B
G#;dim7;"1;b3;b5;bb7";x,11,12,10,0,x;G#,D,F,B
G#;dim7;"1;b3;b5;bb7";x,11,12,10,0,10;G#,D,F,B,D
G#;dim7;"1;b3;b5;bb7";x,11,12,10,0,13;G#,D,F,B,F
G#;dim7;"1;b3;b5;bb7";16,17,15,16,0,x;G#,D,F,B,B
G#;dim7;"1;b3;b5;bb7";16,17,15,x,0,x;G#,D,F,B
G#;aug;"1;3;#5";x,x,x,1,1,0;G#,C,E
G#;aug;"1;3;#5";x,x,6,5,5,x;G#,C,E
G#;aug;"1;3;#5";x,x,x,13,13,12;G#,C,E
G#;aug;"1;3;#5";x,x,18,17,17,x;G#,C,E
G#;aug;"1;3;#5";x,11,10,9,x,x;G#,C,E
G#;aug;"1;3;#5";16,15,14,x,x,x;G#,C,E
G#;aug;"1;3;#5";x,x,6,5,5,4;G#,C,E,G#
G#;aug;"1;3;#5";x,11,10,9,9,x;G#,C,E,G#
G#;aug;"1;3;#5";x,x,18,17,17,16;G#,C,E,G#
G#;aug;"1;3;#5";16,15,14,13,x,x;G#,C,E,G#
G#;aug;"1;3;#5";x,x,6,5,5,8;G#,C,E,C
G#;aug;"1;3;#5";16,15,14,17,x,x;G#,C,E,C
G#;aug;"1;3;#5";x,11,10,9,9,8;G#,C,E,G#,C
G#;aug;"1;3;#5";16,15,14,13,13,x;G#,C,E,G#,C
G#;aug;"1;3;#5";x,11,10,9,9,12;G#,C,E,G#,E
G#;aug;"1;3;#5";16,15,14,17,17,x;G#,C,E,C,E
G#;aug;"1;3;#5";x,x,18,17,17,20;G#,C,E,C
G#;aug;"1;3;#5";x,11,10,9,x,8;G#,C,E,C
G#;aug;"1;3;#5";16,15,14,x,13,x;G#,C,E,C
G#;aug;"1;3;#5";x,11,10,9,x,12;G#,C,E,E
G#;aug;"1;3;#5";16,15,14,x,17,x;G#,C,E,E
G#;aug;"1;3;#5";x,x,6,5,x,0;G#,C,E
G#;aug;"1;3;#5";x,11,10,13,13,0;G#,C,G#,C,E
G#;aug;"1;3;#5";x,11,10,x,9,0;G#,C,G#,E
G#;aug;"1;3;#5";x,11,10,13,x,0;G#,C,G#,E
G#;aug;"1;3;#5";x,11,10,x,13,0;G#,C,C,E
G#;aug;"1;3;#5";x,11,10,x,x,0;G#,C,E
G#;aug;"1;3;#5";16,15,18,17,17,0;G#,C,G#,C,E,E
G#;aug;"1;3;#5";16,15,x,13,13,0;G#,C,G#,C,E
G#;aug;"1;3;#5";16,15,x,17,17,0;G#,C,C,E,E
G#;aug;"1;3;#5";16,15,18,17,x,0;G#,C,G#,C,E
G#;aug;"1;3;#5";16,15,18,x,17,0;G#,C,G#,E,E
G#;aug;"1;3;#5";16,15,x,13,x,0;G#,C,G#,E
G#;aug;"1;3;#5";16,15,x,x,13,0;G#,C,C,E
G#;aug;"1;3;#5";16,15,x,17,x,0;G#,C,C,E
G#;aug;"1;3;#5";16,15,x,x,17,0;G#,C,E,E
G#;aug;"1;3;#5";16,15,18,x,x,0;G#,C,G#,E
G#;aug;"1;3;#5";16,15,x,x,x,0;G#,C,E
G#;maj;"1;3;5";x,x,6,5,4,x;G#,C,D#
G#;maj;"1;3;5";x,x,6,5,4,4;G#,C,D#,G#
G#;maj;"1;3;5";x,x,x,13,13,11;G#,C,D#
G#;maj;"1;3;5";x,x,18,17,16,x;G#,C,D#
G#;maj;"1;3;5";x,x,18,17,16,16;G#,C,D#,G#
G#;maj;"1;3;5";x,11,10,8,x,x;G#,C,D#
G#;maj;"1;3;5";16,15,13,x,x,x;G#,C,D#
G#;maj;"1;3;5";x,11,10,8,9,x;G#,C,D#,G#
G#;maj;"1;3;5";16,15,13,13,x,x;G#,C,D#,G#
G#;maj;"1;3;5";x,11,10,8,9,8;G#,C,D#,G#,C
G#;maj;"1;3;5";16,15,13,13,13,x;G#,C,D#,G#,C
G#;maj;"1;3;5";x,11,10,8,9,11;G#,C,D#,G#,D#
G#;maj;"1;3;5";16,15,13,13,16,x;G#,C,D#,G#,D#
G#;maj;"1;3;5";x,11,10,8,x,8;G#,C,D#,C
G#;maj;"1;3;5";16,15,13,x,13,x;G#,C,D#,C
G#;maj;"1;3;5";x,11,10,8,x,11;G#,C,D#,D#
G#;maj;"1;3;5";16,15,13,x,16,x;G#,C,D#,D#
G#;m7b5;"1;b3;b5;b7";x,11,12,11,0,x;G#,D,F#,B
G#;m7b5;"1;b3;b5;b7";x,11,12,11,0,10;G#,D,F#,B,D
G#;m7b5;"1;b3;b5;b7";x,11,12,11,0,14;G#,D,F#,B,F#
G#;m7b5;"1;b3;b5;b7";16,17,16,16,0,x;G#,D,F#,B,B
G#;m7b5;"1;b3;b5;b7";16,17,16,16,0,14;G#,D,F#,B,B,F#
G#;m7b5;"1;b3;b5;b7";16,17,16,19,0,x;G#,D,F#,D,B
G#;m7b5;"1;b3;b5;b7";16,17,16,x,0,x;G#,D,F#,B
G#;m7b5;"1;b3;b5;b7";16,17,16,x,0,14;G#,D,F#,B,F#
G#;m;"1;b3;5";x,x,6,4,4,x;G#,B,D#
G#;m;"1;b3;5";x,x,6,4,4,4;G#,B,D#,G#
G#;m;"1;b3;5";x,x,x,13,12,11;G#,B,D#
G#;m;"1;b3;5";x,x,18,16,16,x;G#,B,D#
G#;m;"1;b3;5";x,x,18,16,16,16;G#,B,D#,G#
G#;m;"1;b3;5";x,11,9,8,x,x;G#,B,D#
G#;m;"1;b3;5";16,14,13,x,x,x;G#,B,D#
G#;m;"1;b3;5";x,11,9,8,9,x;G#,B,D#,G#
G#;m;"1;b3;5";16,14,13,13,x,x;G#,B,D#,G#
G#;m;"1;b3;5";x,x,6,4,4,7;G#,B,D#,B
G#;m;"1;b3;5";16,14,13,16,x,x;G#,B,D#,B
G#;m;"1;b3;5";x,11,9,8,9,11;G#,B,D#,G#,D#
G#;m;"1;b3;5";16,14,13,13,16,x;G#,B,D#,G#,D#
G#;m;"1;b3;5";16,14,13,16,16,x;G#,B,D#,B,D#
G#;m;"1;b3;5";x,x,18,16,16,19;G#,B,D#,B
G#;m;"1;b3;5";x,11,9,8,x,11;G#,B,D#,D#
G#;m;"1;b3;5";16,14,13,x,16,x;G#,B,D#,D#
G#;m;"1;b3;5";x,x,6,8,0,x;G#,D#,B
G#;m;"1;b3;5";x,x,6,8,0,7;G#,D#,B,B
G#;m;"1;b3;5";x,11,13,13,0,x;G#,D#,G#,B
G#;m;"1;b3;5";x,11,13,13,0,11;G#,D#,G#,B,D#
G#;m;"1;b3;5";x,11,x,8,0,x;G#,D#,B
G#;m;"1;b3;5";x,11,x,8,0,11;G#,D#,B,D#
G#;m;"1;b3;5";x,11,13,x,0,x;G#,D#,B
G#;m;"1;b3;5";x,11,13,x,0,11;G#,D#,B,D#
G#;m;"1;b3;5";16,18,18,16,0,x;G#,D#,G#,B,B
G#;m;"1;b3;5";16,x,13,13,0,x;G#,D#,G#,B
G#;m;"1;b3;5";16,x,13,16,0,x;G#,D#,B,B
G#;m;"1;b3;5";16,18,18,x,0,x;G#,D#,G#,B
G#;m;"1;b3;5";16,18,x,16,0,x;G#,D#,B,B
G#;m;"1;b3;5";16,x,13,x,0,x;G#,D#,B
G#;m;"1;b3;5";16,18,x,x,0,x;G#,D#,B
G#;m7;"1;b3;5;b7";x,11,13,11,0,x;G#,D#,F#,B
G#;m7;"1;b3;5;b7";x,11,13,11,0,11;G#,D#,F#,B,D#
G#;m7;"1;b3;5;b7";x,11,13,11,0,14;G#,D#,F#,B,F#
G#;m7;"1;b3;5;b7";16,18,16,16,0,x;G#,D#,F#,B,B
G#;m7;"1;b3;5;b7";16,18,16,x,0,x;G#,D#,F#,B
G#;dim;"1;b3;b5";x,x,6,4,3,x;G#,B,D
G#;dim;"1;b3;b5";x,x,6,4,3,4;G#,B,D,G#
G#;dim;"1;b3;b5";x,x,x,13,12,10;G#,B,D
G#;dim;"1;b3;b5";x,x,18,16,15,x;G#,B,D
G#;dim;"1;b3;b5";x,x,18,16,15,16;G#,B,D,G#
G#;dim;"1;b3;b5";x,x,6,7,0,x;G#,D,B
G#;dim;"1;b3;b5";x,x,6,7,0,4;G#,D,B,G#
G#;dim;"1;b3;b5";x,x,6,7,0,7;G#,D,B,B
G#;dim;"1;b3;b5";x,11,12,13,0,x;G#,D,G#,B
G#;dim;"1;b3;b5";x,11,12,13,0,10;G#,D,G#,B,D
G#;dim;"1;b3;b5";x,11,12,x,0,x;G#,D,B
G#;dim;"1;b3;b5";x,11,12,x,0,10;G#,D,B,D
G#;dim;"1;b3;b5";16,17,18,16,0,x;G#,D,G#,B,B
G#;dim;"1;b3;b5";16,17,18,19,0,x;G#,D,G#,D,B
G#;dim;"1;b3;b5";16,17,x,16,0,x;G#,D,B,B
G#;dim;"1;b3;b5";16,17,18,x,0,x;G#,D,G#,B
G#;dim;"1;b3;b5";16,17,x,19,0,x;G#,D,D,B
G#;dim;"1;b3;b5";16,17,x,x,0,x;G#,D,B
G#;7(#5);"1;3;#5;b7";x,x,6,5,7,0;G#,C,F#,E
G#;7(#5);"1;3;#5;b7";x,11,10,11,9,0;G#,C,F#,G#,E
G#;7(#5);"1;3;#5;b7";x,11,10,11,13,0;G#,C,F#,C,E
G#;7(#5);"1;3;#5;b7";x,11,10,11,x,0;G#,C,F#,E
G#;7(#5);"1;3;#5;b7";16,15,16,13,13,0;G#,C,F#,G#,C,E
G#;7(#5);"1;3;#5;b7";16,15,16,17,17,0;G#,C,F#,C,E,E
G#;7(#5);"1;3;#5;b7";16,15,16,13,x,0;G#,C,F#,G#,E
G#;7(#5);"1;3;#5;b7";16,15,16,x,13,0;G#,C,F#,C,E
G#;7(#5);"1;3;#5;b7";16,15,16,17,x,0;G#,C,F#,C,E
G#;7(#5);"1;3;#5;b7";16,15,16,x,17,0;G#,C,F#,E,E
G#;7(#5);"1;3;#5;b7";16,15,16,x,x,0;G#,C,F#,E
G#;maj7;"1;3;5;7";x,x,6,5,4,3;G#,C,D#,G
G#;maj7;"1;3;5;7";x,11,10,8,8,x;G#,C,D#,G
G#;maj7;"1;3;5;7";x,11,10,8,8,8;G#,C,D#,G,C
G#;maj7;"1;3;5;7";x,11,10,8,8,11;G#,C,D#,G,D#
G#;maj7;"1;3;5;7";x,x,18,17,16,15;G#,C,D#,G
G#;5;"1;5";x,x,6,8,x,x;G#,D#
G#;5;"1;5";x,11,13,x,x,x;G#,D#
G#;5;"1;5";16,18,x,x,x,x;G#,D#
G#;5;"1;5";x,11,13,13,x,x;G#,D#,G#
G#;5;"1;5";16,18,18,x,x,x;G#,D#,G#
G#;5;"1;5";x,x,x,x,9,11;G#,D#
G#;5;"1;5";x,x,18,20,x,x;G#,D#
G#;5;"1;5";x,x,x,1,4,x;G#,D#
G#;5;"1;5";x,x,x,1,4,4;G#,D#,G#
G#;5;"1;5";x,x,6,8,9,x;G#,D#,G#
G#;5;"1;5";x,x,x,13,16,x;G#,D#
G#;5;"1;5";x,x,x,13,16,16;G#,D#,G#
G#;5;"1;5";x,x,18,20,21,x;G#,D#,G#
G#;5;"1;5";x,x,6,x,4,x;G#,D#
G#;5;"1;5";x,x,6,x,4,4;G#,D#,G#
G#;5;"1;5";x,11,13,13,x,11;G#,D#,G#,D#
G#;5;"1;5";16,18,18,x,16,x;G#,D#,G#,D#
G#;5;"1;5";x,x,x,13,x,11;G#,D#
G#;5;"1;5";x,x,18,x,16,x;G#,D#
G#;5;"1;5";x,x,18,x,16,16;G#,D#,G#
G#;5;"1;5";x,11,x,8,x,x;G#,D#
G#;5;"1;5";16,x,13,x,x,x;G#,D#
G#;5;"1;5";x,11,x,8,9,x;G#,D#,G#
G#;5;"1;5";16,x,13,13,x,x;G#,D#,G#
G#;5;"1;5";x,11,x,8,9,11;G#,D#,G#,D#
G#;5;"1;5";16,x,13,13,16,x;G#,D#,G#,D#
G#;5;"1;5";x,11,13,x,x,11;G#,D#,D#
G#;5;"1;5";16,18,x,x,16,x;G#,D#,D#
G#;5;"1;5";x,11,x,8,x,11;G#,D#,D#
G#;5;"1;5";16,x,13,x,16,x;G#,D#,D#
G#;m6;"1;b3;5;6";x,11,13,10,0,x;G#,D#,F,B
G#;m6;"1;b3;5;6";x,11,13,10,0,11;G#,D#,F,B,D#
G#;m6;"1;b3;5;6";x,11,13,10,0,13;G#,D#,F,B,F
G#;m6;"1;b3;5;6";16,18,15,16,0,x;G#,D#,F,B,B
G#;m6;"1;b3;5;6";16,18,15,x,0,x;G#,D#,F,B
G#;m9;"1;b3;5;b7;9";16,18,16,15,0,x;G#,D#,F#,A#,B
G#;m9;"1;b3;5;b7;9";16,18,16,15,0,18;G#,D#,F#,A#,B,A#
G#;sus4;"1;4;5";x,x,6,6,4,x;G#,C#,D#
G#;sus4;"1;4;5";x,x,6,6,4,4;G#,C#,D#,G#
G#;sus4;"1;4;5";x,x,18,18,16,x;G#,C#,D#
G#;sus4;"1;4;5";x,x,18,18,16,16;G#,C#,D#,G#
G#;sus4;"1;4;5";x,11,11,8,x,x;G#,C#,D#
G#;sus4;"1;4;5";16,16,13,x,x,x;G#,C#,D#
G#;sus4;"1;4;5";x,11,11,8,9,x;G#,C#,D#,G#
G#;sus4;"1;4;5";16,16,13,13,x,x;G#,C#,D#,G#
G#;sus4;"1;4;5";x,11,11,8,9,9;G#,C#,D#,G#,C#
G#;sus4;"1;4;5";16,16,13,13,14,x;G#,C#,D#,G#,C#
G#;sus4;"1;4;5";x,11,11,8,9,11;G#,C#,D#,G#,D#
G#;sus4;"1;4;5";16,16,13,13,16,x;G#,C#,D#,G#,D#
G#;sus4;"1;4;5";x,x,x,13,14,11;G#,C#,D#
G#;sus4;"1;4;5";x,11,11,8,x,9;G#,C#,D#,C#
G#;sus4;"1;4;5";16,16,13,x,14,x;G#,C#,D#,C#
G#;sus4;"1;4;5";x,11,11,8,x,11;G#,C#,D#,D#
G#;sus4;"1;4;5";16,16,13,x,16,x;G#,C#,D#,D#
Ab;dim7;"1;b3;b5;bb7";x,11,12,10,0,x;G#,D,F,B
Ab;dim7;"1;b3;b5;bb7";x,11,12,10,0,10;G#,D,F,B,D
Ab;dim7;"1;b3;b5;bb7";x,11,12,10,0,13;G#,D,F,B,F
Ab;dim7;"1;b3;b5;bb7";16,17,15,16,0,x;G#,D,F,B,B
Ab;dim7;"1;b3;b5;bb7";16,17,15,x,0,x;G#,D,F,B
Ab;aug;"1;3;#5";x,x,x,1,1,0;G#,C,E
Ab;aug;"1;3;#5";x,x,6,5,5,x;G#,C,E
Ab;aug;"1;3;#5";x,x,x,13,13,12;G#,C,E
Ab;aug;"1;3;#5";x,x,18,17,17,x;G#,C,E
Ab;aug;"1;3;#5";x,11,10,9,x,x;G#,C,E
Ab;aug;"1;3;#5";16,15,14,x,x,x;G#,C,E
Ab;aug;"1;3;#5";x,x,6,5,5,4;G#,C,E,G#
Ab;aug;"1;3;#5";x,11,10,9,9,x;G#,C,E,G#
Ab;aug;"1;3;#5";x,x,18,17,17,16;G#,C,E,G#
Ab;aug;"1;3;#5";16,15,14,13,x,x;G#,C,E,G#
Ab;aug;"1;3;#5";x,x,6,5,5,8;G#,C,E,C
Ab;aug;"1;3;#5";16,15,14,17,x,x;G#,C,E,C
Ab;aug;"1;3;#5";x,11,10,9,9,8;G#,C,E,G#,C
